From,To,Cost,internet_node_id,relay_node_id
11,10,6.4,75,16
11,10,10,76,11
11,12,4.9,10,12
11,13,6.4,23,13
11,14,10,26,14
11,15,10,24,15
11,16,2.9,86,17
11,17,10,87,18
11,18,6.4,88,19
11,19,6.4,20
11,20,4.9,21
11,21,4.9,25
11,23,6.4,22
10,11,6.4
10,12,4.9
10,13,6.4
10,14,10
10,15,10
10,16,2.9
10,17,10
10,18,6.4
10,19,6.4
10,20,4.9
10,21,4.9
10,23,6.4
10,11,6.4
10,12,4.9
10,13,6.4
10,14,10
10,15,10
10,16,2.9
10,17,10
10,18,6.4
10,19,6.4
10,20,4.9
10,21,4.9
10,23,6.4
11,10,6.4
11,10,10
11,12,4.9
11,13,6.4
11,14,10
11,15,10
11,16,2.9
11,17,10
11,18,6.4
11,19,6.4
11,20,4.9
11,21,4.9
11,23,6.4
12,10,6.4
12,10,10
12,11,6.4
12,13,6.4
12,14,10
12,15,10
12,16,2.9
12,17,10
12,18,6.4
12,19,6.4
12,20,4.9
12,21,4.9
12,23,6.4
12,10,6.4
12,10,10
12,11,6.4
12,13,6.4
12,14,10
12,15,10
12,16,2.9
12,17,10
12,18,6.4
12,19,6.4
12,20,4.9
12,21,4.9
12,23,6.4
13,10,6.4
13,10,10
13,11,6.4
13,12,4.9
13,14,10
13,15,10
13,16,2.9
13,17,10
13,18,6.4
13,19,6.4
13,20,4.9
13,21,4.9
13,23,6.4
13,10,6.4
13,10,10
13,11,6.4
13,12,4.9
13,14,10
13,15,10
13,16,2.9
13,17,10
13,18,6.4
13,19,6.4
13,20,4.9
13,21,4.9
13,23,6.4
14,10,6.4
14,10,10
14,11,6.4
14,12,4.9
14,13,6.4
14,15,10
14,16,2.9
14,17,10
14,18,6.4
14,19,6.4
14,20,4.9
14,21,4.9
14,23,6.4
14,10,6.4
14,10,10
14,11,6.4
14,12,4.9
14,13,6.4
14,15,10
14,16,2.9
14,17,10
14,18,6.4
14,19,6.4
14,20,4.9
14,21,4.9
14,23,6.4
15,10,6.4
15,10,10
15,11,6.4
15,12,4.9
15,13,6.4
15,14,10
15,16,2.9
15,17,10
15,18,6.4
15,19,6.4
15,20,4.9
15,21,4.9
15,23,6.4
15,10,6.4
15,10,10
15,11,6.4
15,12,4.9
15,13,6.4
15,14,10
15,16,2.9
15,17,10
15,18,6.4
15,19,6.4
15,20,4.9
15,21,4.9
15,23,6.4
16,10,6.4
16,10,10
16,11,6.4
16,12,4.9
16,13,6.4
16,14,10
16,15,10
16,17,10
16,18,6.4
16,19,6.4
16,20,4.9
16,21,4.9
16,23,6.4
16,10,6.4
16,10,10
16,11,6.4
16,12,4.9
16,13,6.4
16,14,10
16,15,10
16,17,10
16,18,6.4
16,19,6.4
16,20,4.9
16,21,4.9
16,23,6.4
17,10,6.4
17,10,10
17,11,6.4
17,12,4.9
17,13,6.4
17,14,10
17,15,10
17,16,2.9
17,18,6.4
17,19,6.4
17,20,4.9
17,21,4.9
17,23,6.4
17,10,6.4
17,10,10
17,11,6.4
17,12,4.9
17,13,6.4
17,14,10
17,15,10
17,16,2.9
17,18,6.4
17,19,6.4
17,20,4.9
17,21,4.9
17,23,6.4
18,10,6.4
18,10,10
18,11,6.4
18,12,4.9
18,13,6.4
18,14,10
18,15,10
18,16,2.9
18,17,10
18,19,6.4
18,20,4.9
18,21,4.9
18,23,6.4
18,10,6.4
18,10,10
18,11,6.4
18,12,4.9
18,13,6.4
18,14,10
18,15,10
18,16,2.9
18,17,10
18,19,6.4
18,20,4.9
18,21,4.9
18,23,6.4
19,10,6.4
19,10,10
19,11,6.4
19,12,4.9
19,13,6.4
19,14,10
19,15,10
19,16,2.9
19,17,10
19,18,6.4
19,20,4.9
19,21,4.9
19,23,6.4
19,10,6.4
19,10,10
19,11,6.4
19,12,4.9
19,13,6.4
19,14,10
19,15,10
19,16,2.9
19,17,10
19,18,6.4
19,20,4.9
19,21,4.9
19,23,6.4
20,10,6.4
20,10,10
20,11,6.4
20,12,4.9
20,13,6.4
20,14,10
20,15,10
20,16,2.9
20,17,10
20,18,6.4
20,19,6.4
20,21,4.9
20,23,6.4
20,10,6.4
20,10,10
20,11,6.4
20,12,4.9
20,13,6.4
20,14,10
20,15,10
20,16,2.9
20,17,10
20,18,6.4
20,19,6.4
20,21,4.9
20,23,6.4
21,10,6.4
21,10,10
21,11,6.4
21,12,4.9
21,13,6.4
21,14,10
21,15,10
21,16,2.9
21,17,10
21,18,6.4
21,19,6.4
21,20,4.9
21,23,6.4
21,10,6.4
21,10,10
21,11,6.4
21,12,4.9
21,13,6.4
21,14,10
21,15,10
21,16,2.9
21,17,10
21,18,6.4
21,19,6.4
21,20,4.9
21,23,6.4
22,10,6.4
22,10,10
22,11,6.4
22,12,4.9
22,13,6.4
22,14,10
22,15,10
22,16,2.9
22,17,10
22,18,6.4
22,19,6.4
22,20,4.9
22,21,4.9
22,23,6.4
23,10,6.4
23,10,10
23,11,6.4
23,12,4.9
23,13,6.4
23,14,10
23,15,10
23,16,2.9
23,17,10
23,18,6.4
23,19,6.4
23,20,4.9
23,21,4.9
23,10,6.4
23,10,10
23,11,6.4
23,12,4.9
23,13,6.4
23,14,10
23,15,10
23,16,2.9
23,17,10
23,18,6.4
23,19,6.4
23,20,4.9
23,21,4.9
10,11,6.4
10,12,4.9
10,13,6.4
10,14,10
10,15,10
10,16,2.9
10,17,10
10,18,6.4
10,19,6.4
10,20,4.9
10,21,4.9
10,23,6.4
25,24,10
25,24,4.9
25,26,6.4
24,25,6.4
24,25,6.4
24,26,6.4
24,25,6.4
24,25,6.4
24,26,6.4
25,24,10
25,24,4.9
25,26,6.4
25,24,10
25,24,4.9
25,26,6.4
26,24,10
26,24,4.9
26,25,6.4
26,25,6.4
26,24,10
26,24,4.9
26,25,6.4
26,25,6.4
24,25,6.4
24,25,6.4
24,26,6.4
76,75,4.9
76,75,2.9
76,11,6.4
76,12,4.9
76,13,6.4
76,14,10
76,15,10
76,16,2.9
76,17,10
76,18,6.4
76,19,6.4
76,20,4.9
76,21,4.9
76,23,6.4
76,26,6.4
76,11,6.4
76,12,4.9
76,13,6.4
76,14,10
76,15,10
76,16,2.9
76,17,10
76,18,6.4
76,19,6.4
76,20,4.9
76,21,4.9
76,23,6.4
76,26,6.4
75,76,2.9
75,76,2.9
76,75,4.9
76,75,2.9
76,11,6.4
76,12,4.9
76,13,6.4
76,14,10
76,15,10
76,16,2.9
76,17,10
76,18,6.4
76,19,6.4
76,20,4.9
76,21,4.9
76,23,6.4
76,26,6.4
76,11,6.4
76,12,4.9
76,13,6.4
76,14,10
76,15,10
76,16,2.9
76,17,10
76,18,6.4
76,19,6.4
76,20,4.9
76,21,4.9
76,23,6.4
76,26,6.4
75,76,2.9
86,76,2.9
86,76,2.9
86,76,2.9
86,76,2.9
86,76,2.9
86,76,2.9
87,76,2.9
87,76,2.9
87,76,2.9
87,76,2.9
87,76,2.9
87,76,2.9
88,76,2.9
88,76,2.9
88,76,2.9
88,76,2.9
88,76,2.9
88,76,2.9
